replicate	UMAP_dim	cluster_num	tot_withinss	silhouette	gap_stat
15	2	9	65.77080683399376	0.4123963492368607	0.39595587394488874
15	2	10	57.54868122896539	0.42735986422473277	0.26460151607510163
15	3	1	1719.9368468551263	NA	-0.04481364153275269
15	3	2	366.9571894514395	0.6709980086477394	0.18964253659157837
15	3	3	213.51371282302532	0.5486333815349013	0.2549809951387134
15	3	4	166.45824630008724	0.4668553057878737	0.20928895336800757
15	3	5	138.7128626555243	0.47901967889201635	0.2616089220554043
15	3	6	115.06919873325641	0.4404390486515302	0.28786201784448107
15	3	7	97.43508117260858	0.46183239449918745	0.309702925328466
15	3	8	86.20214476992219	0.3605390908762565	0.2523736021364469
15	3	9	75.71372441192297	0.37342449614882633	0.3661763612235154
